WKT,stop_name,stop_id,shape_X,shape_Y
"POINT (-96.7693758025888 32.8052310829856)",LIVE OAK @ MUNGER - W - FS,14003,-96.7693758025888,32.8052310829856
"POINT (-96.7614037090692 32.835569074509)",SKILLMAN @ WINTON - N - NS,14025,-96.7614037090692,32.835569074509
"POINT (-96.822855938897 32.7201751370315)",BECKLEY @ ILLINOIS - N - NS,14117,-96.822855938897,32.7201751370315
"POINT (-96.8227968820169 32.7637801404137)",BECKLEY @ GREENBRIAR - N - NS,14135,-96.8227968820169,32.7637801404137
"POINT (-96.8229199231155 32.743066135566)",BECKLEY @ JEFFERSON - S - FS,14152,-96.8229199231155,32.743066135566
"POINT (-96.8229039384304 32.7205561369173)",BECKLEY @ ILLINOIS - S - NS,14159,-96.8229039384304,32.7205561369173
"POINT (-96.798504841116 32.7859401173449)",SAN JACINTO @ HARWOOD - E - NS,14210,-96.798504841116,32.7859401173449
"POINT (-96.7824377769348 32.8110401013072)",CAPITOL @ FITZHUGH - S - FS,14234,-96.7824377769348,32.8110401013072
"POINT (-96.7821827769103 32.8111241014115)",CAPITOL @ FITZHUGH - N - NS,14249,-96.7821827769103,32.8111241014115
"POINT (-96.8573707211969 32.8169732075203)",RECORD CROSSING @ VAN WINKLE - W -  NS,14303,-96.8573707211969,32.8169732075203
"POINT (-96.7658056388011 32.8570070830584)",AMESBURY @ SOUTHWESTERN - S - FS,14312,-96.7658056388011,32.8570070830584
"POINT (-96.7008075906567 32.8643600581238)",NORTHWEST @ PLANO - W - NS,14329,-96.7008075906567,32.8643600581238
"POINT (-96.8004526086437 32.8656611394277)",NORTHWEST @ PICKWICK - W - NS,14342,-96.8004526086437,32.8656611394277
"POINT (-96.894661613659 32.8598092879354)",TECHNOLOGY E @ CONNECTOR - S - NS,14359,-96.894661613659,32.8598092879354
"POINT (-96.8036476094589 32.8654341447153)",NORTHWEST @ PRESTON - E - FS,14384,-96.8036476094589,32.8654341447153
"POINT (-96.7006735912208 32.8641220583407)",NORTHWEST @ LAKE HIGHLANDS - E - NS,14395,-96.7006735912208,32.8641220583407
"POINT (-96.8366517199003 32.8214581804425)",MAPLE @ INWOOD - S - NS,14416,-96.8366517199003,32.8214581804425
"POINT (-96.8198977608594 32.8092631517568)",MAPLE @ WYCLIFF - N - NS,14422,-96.8198977608594,32.8092631517568
"POINT (-96.8032128202332 32.7919861246973)",MCKINNEY @ OLIVE - S - NS,14431,-96.8032128202332,32.7919861246973
"POINT (-96.8036168237712 32.7905251253763)",MCKINNEY @ HARWOOD - N - NS,14437,-96.8036168237712,32.7905251253763
"POINT (-96.8204857594314 32.8095981535164)",MAPLE @ WYCLIFF - S - NS,14447,-96.8204857594314,32.8095981535164
"POINT (-96.8362177210902 32.8212141791939)",MAPLE @ INWOOD - N - NS,14451,-96.8362177210902,32.8212141791939
"POINT (-96.8144359464847 32.7200831277103)",MARSALIS @ ILLINOIS - N - NS,14478,-96.8144359464847,32.7200831277103
"POINT (-96.8146189460727 32.7204871273187)",MARSALIS @ ILLINOIS - S - NS,14492,-96.8146189460727,32.7204871273187
"POINT (-96.8137949641956 32.6912821280254)",ANN ARBOR @ MARSALIS - E - FS,14504,-96.8137949641956,32.6912821280254
"POINT (-96.8256719773877 32.6597221424306)",PARTRIDGE @ WILCOX - N - MB,14509,-96.8256719773877,32.6597221424306
"POINT (-96.8145809641332 32.6907481288843)",MARSALIS @ ANN ARBOR - N - MB,14528,-96.8145809641332,32.6907481288843
"POINT (-96.8406374363162 32.9325542327233)",ALPHA @ MIDWAY - E - MB,14558,-96.8406374363162,32.9325542327233
"POINT (-96.8171207278555 32.8219081524643)",LEMMON @ MACARTHUR - N - MB,14630,-96.8171207278555,32.8219081524643
"POINT (-96.8357296132178 32.8627341955207)",MIDWAY @ NORTHWEST - N - MB,14658,-96.8357296132178,32.8627341955207
"POINT (-96.7747317169848 32.8318530933486)",MCMILLAN @ MARTEL - S - NS,14878,-96.7747317169848,32.8318530933486
"POINT (-96.7762047955961 32.8062990924448)",ROSS @ FITZHUGH - S - NS,14903,-96.7762047955961,32.8062990924448
"POINT (-96.7837498106188 32.7999741007261)",ROSS @ HASKELL - S - NS,14908,-96.7837498106188,32.7999741007261
"POINT (-96.783833810671 32.7998141007816)",ROSS @ HASKELL - N - NS,14912,-96.783833810671,32.7998141007816
"POINT (-96.7763497967451 32.8060320923632)",ROSS @ FITZHUGH - N - NS,14918,-96.7763497967451,32.8060320923632
"POINT (-96.7746207177091 32.8315880935025)",MCMILLAN @ MARTEL - N - NS,14941,-96.7746207177091,32.8315880935025
"POINT (-96.8068428564377 32.7781961259641)",COMMERCE @ RECORD - E - NS,14963,-96.8068428564377,32.7781961259641
"POINT (-96.8744098147449 32.7711962046928)",LA REUNION @ WESTMORELAND - W - FS,14971,-96.8744098147449,32.7711962046928
"POINT (-96.8038674762216 32.9117531576569)",PRESTON @ FOREST - S - MB,14986,-96.8038674762216,32.9117531576569
"POINT (-96.8044336916367 32.836759138567)",PRESTON @ MOCKINGBIRD - S - NS,15020,-96.8044336916367,32.836759138567
"POINT (-96.8043416922272 32.8364501382413)",PRESTON @ MOCKINGBIRD - N - NS,15052,-96.8043416922272,32.8364501382413
"POINT (-96.803774525732 32.8946081529453)",PRESTON @ ROYAL - N - NS,15081,-96.803774525732,32.8946081529453
"POINT (-96.8037464784005 32.9111111571493)",PRESTON @ PRESTON FOREST SQUARE - N - NS,15084,-96.8037464784005,32.9111111571493
"POINT (-96.8031523556103 32.9537741671776)",BELT LINE @ PRESTON - E - FS,15089,-96.8031523556103,32.9537741671776
"POINT (-96.8038984121536 32.9340911638706)",PRESTON @ ALPHA - S - MB,15093,-96.8038984121536,32.9340911638706
"POINT (-96.7487158878883 32.7832880561829)",HASKELL @ CROSSTOWN - W - FS,15114,-96.7487158878883,32.7832880561829
"POINT (-96.7764258584348 32.7861840897852)",ELM @ 2ND - W - FS,15121,-96.7764258584348,32.7861840897852
"POINT (-96.7503298887334 32.7832190566105)",HASKELL @ FITZHUGH - E - NS,15133,-96.7503298887334,32.7832190566105
"POINT (-96.6664328764815 32.7634830540367)",SCYENE @ KIRVEN - W - NS,15159,-96.6664328764815,32.7634830540367
"POINT (-96.6828258720747 32.7697970546251)",BUCKNER @ MILITARY - S - NS,15177,-96.6828258720747,32.7697970546251
"POINT (-96.757641998176 32.7017380656247)",VANDERVOORT @ LEDBETTER - S - NS,15271,-96.757641998176,32.7017380656247
"POINT (-96.7839099761123 32.7114540944692)",SUNNYVALE @ OVERTON - N - NS,15286,-96.7839099761123,32.7114540944692
"POINT (-96.7689799855258 32.7217570771018)",SOUTHERN OAKS @ OVERTON - E - NS,15312,-96.7689799855258,32.7217570771018
"POINT (-96.7910669714423 32.7082881021678)",GARRISON @ OVERTON - N - NS,15343,-96.7910669714423,32.7082881021678
"POINT (-96.7913539712564 32.7084941025091)",GARRISON @ OVERTON - S - NS,15362,-96.7913539712564,32.7084941025091
"POINT (-96.8088237677064 32.8091281370539)",CEDAR SPRINGS @ OAK LAWN - S - NS,15400,-96.8088237677064,32.8091281370539
"POINT (-96.7969638538833 32.7819801145164)",ELM @ ERVAY - W - NS,15408,-96.7969638538833,32.7819801145164
"POINT (-96.8091267662659 32.8094461376713)",CEDAR SPRINGS @ OAK LAWN - N - FS,15421,-96.8091267662659,32.8094461376713
"POINT (-96.8855945705194 32.880537286211)",HARRY HINES @ WALNUT HILL - S - FS,15461,-96.8855945705194,32.880537286211
"POINT (-96.8481577158521 32.8209741965984)",HARRY HINES @ EXCHANGE - N - FS,15492,-96.8481577158521,32.8209741965984
"POINT (-96.8572344989219 32.909709252713)",FOREST @ MARSH - W - FS,15533,-96.8572344989219,32.909709252713
"POINT (-96.7861229723937 32.7171530959005)",KIEST @ ILLINOIS - E - NS,15568,-96.7861229723937,32.7171530959005
"POINT (-96.7860469650839 32.73565409493)",KIEST @ RECTOR - N - FS,15578,-96.7860469650839,32.73565409493
"POINT (-96.810605929042 32.7512301224756)",8TH @ JEFFERSON - W - MB,15589,-96.810605929042,32.7512301224756
"POINT (-96.8560848826478 32.7496161728373)",DAVIS @ TENNA LOMA - W - NS,15607,-96.8560848826478,32.7496161728373
"POINT (-96.87387586298 32.7496351918907)",DAVIS @ WESTMORELAND - W - NS,15613,-96.87387586298,32.7496351918907
"POINT (-96.8570308820412 32.7494371731894)",DAVIS @ HAMPTON - E - NS,15629,-96.8570308820412,32.7494371731894
"POINT (-96.828737913281 32.7493951422903)",DAVIS @ BISHOP - E - MB,15638,-96.828737913281,32.7493951422903
"POINT (-96.8107719294307 32.751188122552)",8TH @ IH 35 - E - MB,15645,-96.8107719294307,32.751188122552
"POINT (-96.7862409656278 32.7354510954845)",KIEST @ RECTOR - S - NS,15654,-96.7862409656278,32.7354510954845
"POINT (-96.786516971928 32.7172350964167)",KIEST @ ILLINOIS - W - FS,15662,-96.786516971928,32.7172350964167
"POINT (-96.8445429200035 32.7202071612574)",EDGEFIELD @ ILLINOIS - N - NS,15680,-96.8445429200035,32.7202071612574
"POINT (-96.8440909001108 32.7440431595711)",EDGEFIELD @ JEFFERSON - N - NS,15691,-96.8440909001108,32.7440431595711
"POINT (-96.8229958806614 32.7640281409905)",BECKLEY @ GREENBRIAR - S - NS,15714,-96.8229958806614,32.7640281409905
"POINT (-96.8441448999613 32.7445161591332)",EDGEFIELD @ JEFFERSON - S - NS,15732,-96.8441448999613,32.7445161591332
"POINT (-96.8447099162885 32.7244081609343)",EDGEFIELD @ BERKLEY - S - NS,15742,-96.8447099162885,32.7244081609343
"POINT (-96.8446249190354 32.720548161074)",EDGEFIELD @ ILLINOIS - S - NS,15746,-96.8446249190354,32.720548161074
"POINT (-96.8581065001335 32.9094992543417)",FOREST @ MARSH - E - MB2,15816,-96.8581065001335,32.9094992543417
"POINT (-96.7537589971156 32.7390340590736)",SAMOA @ BEXAR - N - NS,15842,-96.7537589971156,32.7390340590736
"POINT (-96.7686669178529 32.7691970777382)",MALCOLM X @ MLK - S - NS,15879,-96.7686669178529,32.7691970777382
"POINT (-96.7539179727874 32.7567740593488)",MALCOLM X @ SOUTHLAND - S - NS,15891,-96.7539179727874,32.7567740593488
"POINT (-96.8369999267965 32.720266152995)",ILLINOIS @ VERNON - E - NS,15925,-96.8369999267965,32.720266152995
"POINT (-96.7863609610735 32.7464320954128)",CEDAR CREST @ PONTIAC - N - FS,15951,-96.7863609610735,32.7464320954128
"POINT (-96.7745639301852 32.7637530839516)",MLK @ US 175 - N - NS,15955,-96.7745639301852,32.7637530839516
"POINT (-96.7766699324112 32.7621020859085)",MLK @ COLONIAL - S - NS,15965,-96.7766699324112,32.7621020859085
"POINT (-96.7866189607152 32.7465030954275)",CEDAR CREST @ 11TH - S - NS,15967,-96.7866189607152,32.7465030954275
"POINT (-96.8381399251367 32.720495153778)",ILLINOIS @ TYLER - W - FS,15993,-96.8381399251367,32.720495153778
"POINT (-96.7716389076014 32.7715270810937)",AL LIPSCOMB WAY @ MALCOLM X - N - NS,16040,-96.7716389076014,32.7715270810937
"POINT (-96.9011539034511 32.6945272252193)",COUNTRY CREEK @ COUNTRY CREEK CT - S - FS,16084,-96.9011539034511,32.6945272252193
"POINT (-96.8741528785339 32.7341991930609)",WESTMORELAND @ CLARENDON - N - NS,16109,-96.8741528785339,32.7341991930609
"POINT (-96.8504688566619 32.7631581719847)",PLYMOUTH @ TARRANT - N - NS,16126,-96.8504688566619,32.7631581719847
"POINT (-96.8504688555213 32.7634561729434)",PLYMOUTH @ TARRANT - S - NS,16129,-96.8504688555213,32.7634561729434
"POINT (-96.8743788788713 32.7340881932182)",WESTMORELAND @ THIBET - S - NS,16144,-96.8743788788713,32.7340881932182
"POINT (-96.8827169238384 32.6874192042788)",WESTMORELAND @ BRONZE - S - NS,16165,-96.8827169238384,32.6874192042788
"POINT (-96.8910099193269 32.6873362135707)",BRONZE @ COCKRELL HILL - W - NS,16167,-96.8910099193269,32.6873362135707
"POINT (-96.8918989086746 32.6955682148092)",EXCHANGE SERVICE @ COCKRELL HILL -  W  -  FS,16169,-96.8918989086746,32.6955682148092
"POINT (-96.8203957866266 32.7998831500626)",IH 35 @ OAK LAWN - W - FS,16188,-96.8203957866266,32.7998831500626
"POINT (-96.8551595686107 32.8804902353798)",WALNUT HILL @ MARSH - W - MB,16281,-96.8551595686107,32.8804902353798
"POINT (-96.8550846169405 32.8604562248093)",LEMMON @ NORTHWEST - S - FS,16293,-96.8550846169405,32.8604562248093
"POINT (-96.8169917282874 32.8215611524625)",LEMMON @ DALLAS N TOLLWAY - S - NS,16308,-96.8169917282874,32.8215611524625
"POINT (-96.7981898350942 32.7882891176006)",PEARL @ ROSS - S - NS,16317,-96.7981898350942,32.7882891176006
"POINT (-96.8064857586079 32.8128291345045)",LEMMON @ REAGAN - N - NS,16323,-96.8064857586079,32.8128291345045
"POINT (-96.8550156144834 32.861482225798)",MARSH @ NORTHWEST - N - FS,16340,-96.8550156144834,32.861482225798
"POINT (-96.8355158305388 32.7786381609112)",SINGLETON @ SYLVAN - W - NS,16359,-96.8355158305388,32.7786381609112
"POINT (-96.8761797815812 32.7854782155908)",BICKERS @ FUREY - W - MB,16382,-96.8761797815812,32.7854782155908
"POINT (-96.8772787823079 32.7845802159476)",GALLAGHER @ FUREY - E - NS,16383,-96.8772787823079,32.7845802159476
"POINT (-96.8572268117542 32.778807187679)",SINGLETON @ HAMPTON - W - FS,16409,-96.8572268117542,32.778807187679
"POINT (-96.8567288836434 32.7473521734412)",HAMPTON @ JEFFERSON - N - NS,16433,-96.8567288836434,32.7473521734412
"POINT (-96.8478907339621 32.8134741919615)",INWOOD @ SOUTHWESTERN MEDICAL - S - FS,16450,-96.8478907339621,32.8134741919615
"POINT (-96.8721727148881 32.816403227725)",MOCKINGBIRD @ ENVOY - S - FS,16453,-96.8721727148881,32.816403227725
"POINT (-96.8566408104405 32.7797791880886)",HAMPTON @ SINGLETON - S - MB,16459,-96.8566408104405,32.7797791880886
"POINT (-96.782612997247 32.6533640952727)",LANCASTER @ PLAZA - N - NS,16588,-96.782612997247,32.6533640952727
"POINT (-96.7764489931384 32.6747600875531)",PALL MALL @ TRACY - E - NS,16600,-96.7764489931384,32.6747600875531
"POINT (-96.7598920012065 32.6744270695836)",HIGHLAND HILLS @ SIMPSON STUART - S - NS,16676,-96.7598920012065,32.6744270695836
"POINT (-96.850041978406 32.648141170509)",INDIAN RIDGE @ WHEATLAND - N - FS,16696,-96.850041978406,32.648141170509
"POINT (-96.8504519663797 32.6618951700893)",INDIAN RIDGE @ CAMP WISDOM - N - NS,16703,-96.8504519663797,32.6618951700893
"POINT (-96.8521479393322 32.690954170263)",MARK TRAIL @ LEDBETTER - N - NS,16719,-96.8521479393322,32.690954170263
"POINT (-96.8395589363116 32.7057621556057)",KIEST @ POLK - E - FS,16730,-96.8395589363116,32.7057621556057
"POINT (-96.8522929391736 32.6906451706897)",MARK TRAIL @ CANELO - S - NS,16748,-96.8522929391736,32.6906451706897
"POINT (-96.7877558100128 32.7991661058317)",WASHINGTON @ MUNGER - E- FS,16774,-96.7877558100128,32.7991661058317
"POINT (-96.8889667601941 32.7907772348385)",BERNAL @ GENTRY - E - NS,16783,-96.8889667601941,32.7907772348385
"POINT (-96.8886387593649 32.7908642349103)",BERNAL @ GENTRY - W - NS,16802,-96.8886387593649,32.7908642349103
"POINT (-96.9144647781825 32.7710512531568)",BERNAL @ WALTON WALKER - S - NS,16808,-96.9144647781825,32.7710512531568
"POINT (-96.8360578312764 32.7784931621164)",SINGLETON @ SYLVAN - E - NS,16820,-96.8360578312764,32.7784931621164
"POINT (-96.8346528320656 32.7785071599184)",SINGLETON @ TOPEKA - E - NS,16821,-96.8346528320656,32.7785071599184
"POINT (-96.7029906901641 32.833349056804)",GARLAND @ BUCKNER - S - FS,16840,-96.7029906901641,32.833349056804
"POINT (-96.7029446913379 32.8330590568238)",GARLAND @ BUCKNER - N - MB,16885,-96.7029446913379,32.8330590568238
"POINT (-96.6834505603825 32.8714460576973)",MCCREE @ JUPITER - E - NS,16941,-96.6834505603825,32.8714460576973
"POINT (-96.7005895896752 32.8647780580879)",PLANO @ NORTHWEST - S - NS,16984,-96.7005895896752,32.8647780580879
"POINT (-96.8399599353296 32.7055981562864)",POLK @ KIEST - N - NS,17045,-96.8399599353296,32.7055981562864
"POINT (-96.8402149359731 32.7051481565959)",POLK @ KIEST - S - FS,17050,-96.8402149359731,32.7051481565959
"POINT (-96.8346479727473 32.662039152176)",CAMP WISDOM @ RACINE - E - NS,17067,-96.8346479727473,32.662039152176
"POINT (-96.8301449322977 32.7208001450107)",ZANG @ ILLINOIS - N - FS,17081,-96.8301449322977,32.7208001450107
"POINT (-96.8228129230088 32.7438211356969)",BECKLEY @ JEFFERSON - N - FS,17089,-96.8228129230088,32.7438211356969
"POINT (-96.8304129317106 32.7215601454613)",ZANG @ ILLINOIS - S - MB,17096,-96.8304129317106,32.7215601454613
"POINT (-96.8996447121995 32.8102632616203)",LESTON @ REGAL - E - FS,17108,-96.8996447121995,32.8102632616203
"POINT (-96.8740547329315 32.8078792258146)",IRVING @ MOCKINGBIRD - E - NS,17112,-96.8740547329315,32.8078792258146
"POINT (-96.8438767626015 32.8032321823967)",IRVING @ MEDICAL DISTRICT - S - NS,17120,-96.8438767626015,32.8032321823967
"POINT (-96.8157398326821 32.7841661386358)",RIVERFRONT @ CONTINENTAL - N - FS,17139,-96.8157398326821,32.7841661386358
"POINT (-96.8434647627808 32.802949181394)",IRVING @ MEDICAL DISTRICT - N - NS,17149,-96.8434647627808,32.802949181394
"POINT (-96.8733727327351 32.8080842247456)",IRVING @ MOCKINGBIRD - W - NS,17157,-96.8733727327351,32.8080842247456
"POINT (-96.7135697967022 32.8022540558701)",FERGUSON @ HIGHLAND - S - NS,17183,-96.7135697967022,32.8022540558701
"POINT (-96.7141117994117 32.8015080554912)",FERGUSON @ HIGHLAND - N - NS,17195,-96.7141117994117,32.8015080554912
"POINT (-96.6645796365234 32.842678057034)",FERGUSON @ SHILOH - S - NS,17220,-96.6645796365234,32.842678057034
"POINT (-96.6678896386966 32.8427330564217)",CENTERVILLE @ SHILOH - E - MB,17244,-96.6678896386966,32.8427330564217
"POINT (-96.6785707108033 32.8214130558404)",FERGUSON @ OATES - N - NS,17276,-96.6785707108033,32.8214130558404
"POINT (-96.6362986168605 32.8434870564271)",WOODMEADOW @ LA PRADA - W - FS,17322,-96.6362986168605,32.8434870564271
"POINT (-96.6835499358289 32.7344220546089)",LAKE JUNE @ BUCKNER - W - FS,17323,-96.6835499358289,32.7344220546089
"POINT (-96.6848489372113 32.7341270543019)",LAKE JUNE @ GARDENVIEW - E - NS,17351,-96.6848489372113,32.7341270543019
"POINT (-96.6485189011829 32.7365770534575)",MASTERS @ TOKOWA - S - NS,17362,-96.6485189011829,32.7365770534575
"POINT (-96.6569049098814 32.7338070543873)",ST AUGUSTINE @ LAKE JUNE - N - NS,17378,-96.6569049098814,32.7338070543873
"POINT (-96.6742299267218 32.7336780546558)",HOLCOMB @ LAKE JUNE - N - NS,17412,-96.6742299267218,32.7336780546558
"POINT (-96.8826809341277 32.6782512049884)",WESTMORELAND @ LOVE BIRD - N - NS,17435,-96.8826809341277,32.6782512049884
"POINT (-96.8555659375958 32.691144174017)",LEDBETTER @ MARK TRAIL - E - MB,17443,-96.8555659375958,32.691144174017
"POINT (-96.8306599544043 32.689642146887)",LEDBETTER @ VILLAGE FAIR - E - MB,17447,-96.8306599544043,32.689642146887
"POINT (-96.8147179677113 32.6836901292093)",LEDBETTER @ MARSALIS - E - NS,17452,-96.8147179677113,32.6836901292093
"POINT (-96.7712389906047 32.6948330805998)",LEDBETTER @ BONNIE VIEW - E - FS,17463,-96.7712389906047,32.6948330805998
"POINT (-96.7000629532337 32.7195260555026)",JIM MILLER @ ELAM - N - NS,17466,-96.7000629532337,32.7195260555026
"POINT (-96.6827339351747 32.7351480544622)",BUCKNER @ LAKE JUNE - N - FS,17470,-96.6827339351747,32.7351480544622
"POINT (-96.6825618743709 32.7690980545057)",BUCKNER @ MILITARY - N - NS,17473,-96.6825618743709,32.7690980545057
"POINT (-96.684399723856 32.8184490559854)",PEAVY @ FERGUSON - N - NS,17479,-96.684399723856,32.8184490559854
"POINT (-96.684498724028 32.8183830560554)",PEAVY @ FERGUSON - S - FS,17485,-96.684498724028,32.8183830560554
"POINT (-96.6837377587545 32.8068860553023)",JOHN WEST @ BUCKNER - E - MB,17489,-96.6837377587545,32.8068860553023
"POINT (-96.6828508460448 32.778440054499)",BUCKNER @ FORNEY - S - NS,17493,-96.6828508460448,32.778440054499
"POINT (-96.6830119355821 32.7347420541127)",BUCKNER @ LAKE JUNE - S - NS,17498,-96.6830119355821,32.7347420541127
"POINT (-96.7601259969027 32.6984540684704)",GRT TRINTY @ WADSWORTH - W - NS,17506,-96.7601259969027,32.6984540684704
"POINT (-96.7728939892135 32.6942530822569)",LEDBETTER @ SUNNYVALE - W - FS,17509,-96.7728939892135,32.6942530822569
"POINT (-96.8141529678349 32.6839041292357)",LEDBETTER @ MARSALIS - W - NS,17516,-96.8141529678349,32.6839041292357
"POINT (-96.8568549362229 32.6913541754892)",LEDBETTER @ HAMPTON - W - NS,17522,-96.8568549362229,32.6913541754892
"POINT (-96.9470959520523 32.6469742770988)",COUNTY VIEW @ WHEATLAND - N - NS,17541,-96.9470959520523,32.6469742770988
